"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FirstPerson/Translucent_material.Translucent_material","0","40","1","1","41.761215","0","831"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","23","1","1","21.476135","0","258"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","1","1","38.064148","0","713"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","1","1","36.255047","0","725"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","2","1","34.867119","0","669"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","1","1","26.505276","0","433"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","1","1","5.416232","0","31"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","10","2","1","9.146844","0","64"
"/ControlRig/M_Manip.M_Manip","0","10","2","1","8.197062","0","56"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","48","3","2","46.019440","0","779"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","1","1","8.926293","0","22"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","1","1","3.326731","0","13"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","1","1","7.377228","0","26"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","57","7","6","46.108177","0","441"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","1","1","228.570282","0","1364"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","1","1","6.232335","0","55"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","9","1","91.319725","0","3993"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","7","1","133.017670","0","8846"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","711","1","1","597.802002","0","99402"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","2","1","25.159098","0","449"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","3.364391","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","3.038290","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","1","1","157.742020","0","6661"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","1","1","13.341384","0","98"
"/Game/Assets/Coffee_cup/Coffee_cup_material.Coffee_cup_material","0","23","1","1","22.772114","0","216"
"/Game/Assets/Lights/Office_light/Office_light_texture.Office_light_texture","0","23","1","1","22.445185","0","277"
"/Game/Assets/Lights/Old_Fluorescent_Light/Damaged/Damaged_fluorescent_light.Damaged_fluorescent_light","0","23","1","1","22.287922","0","277"
"/Game/Assets/Pressure_Button/Button2.Button2","0","14","1","1","13.190052","0","105"
"/Game/Assets/Buildings/WaitingRoom/waiting_room_floor.waiting_room_floor","0","23","1","1","21.936758","0","298"
"/Game/Assets/Buildings/WaitingRoom/Waiting_room_texture.Waiting_room_texture","0","42","1","1","35.560909","0","924"
"/Game/Assets/Button/Button.Button","0","14","1","1","13.240459","0","107"
"/Game/Assets/Cardboard_box/Cardboard_box_texture.Cardboard_box_texture","0","14","1","1","13.512681","0","118"
"/Game/Assets/Clock/Clock1.Clock1","0","37","1","1","35.955486","0","645"
"/Game/Assets/Corner_desk/Desk/Corner_desk_material.Corner_desk_material","0","23","1","1","22.057064","0","260"
"/Game/Assets/Corner_desk/Wall/Corner_desk-wall_material.Corner_desk-wall_material","0","23","1","1","22.218048","0","298"
"/Game/Assets/Exit_sign/Exit_sign_texture.Exit_sign_texture","0","23","1","1","22.201260","0","280"
"/Game/Assets/Filing_cabinet/Large/Large_filing_cabinet_texture.Large_filing_cabinet_texture","0","23","1","1","22.644135","0","282"
"/Game/Assets/Filing_cabinet/Small/Small_filing_cabinet_texture.Small_filing_cabinet_texture","0","23","1","1","21.864553","0","277"
"/Game/Assets/Flashlight/Vintage_Flashlight1.Vintage_Flashlight1","0","29","1","1","23.899204","0","432"
"/Game/Assets/Glass_wall/Glass_wall_texture.Glass_wall_texture","0","42","1","1","36.431656","0","794"
"/Game/Assets/Key/Key_1/Key.Key","0","14","1","1","13.600993","0","118"
"/Game/Assets/Keyboard/Keyboard_material.Keyboard_material","0","23","1","1","22.278513","0","259"
"/Game/Assets/Large_table/Meeting_room_table_material.Meeting_room_table_material","0","23","1","1","22.706797","0","282"
"/Game/Assets/Lights/Old_Fluorescent_Light/Old_fluorescent_light_material.Old_fluorescent_light_material","0","23","1","1","22.977505","0","298"
"/Game/Assets/Office_chair/Office_Chair.Office_chair","0","28","1","1","25.780556","0","374"
"/Game/Assets/Office_desk/Office_desk1_texture.Office_desk1_texture","0","23","1","1","22.798401","0","287"
"/Game/Assets/Office_door/Office_door_texture.Office_door_texture","0","28","1","1","27.402802","0","386"
"/Game/Assets/Old_PC_monitor/Old_PC_Monitor_texture.Old_PC_Monitor_texture","0","23","1","1","23.126762","0","280"
"/Game/Assets/Paper_folder/Paper_folder_material.Paper_folder_material","0","23","1","1","22.761723","0","298"
"/Game/Assets/Paper_sorter/Paper_sorter_material.Paper_sorter_material","0","23","1","1","22.174786","0","261"
"/Game/Assets/Pencil/Pencil_texture.Pencil_texture","0","23","1","1","22.603998","0","277"
"/Game/Assets/Servers/Listening_device/Listening_Device_texture.Listening_Device_texture","0","23","1","1","21.850113","0","282"
"/Game/Assets/Servers/Server1/Server_1_texture.Server_1_texture","0","28","1","1","28.937237","0","433"
"/Game/Assets/Servers/Server2/Server_2_texture.Server_2_texture","0","23","1","1","22.632338","0","298"
"/Game/Assets/Small_glass/Small_office_glass_texture.Small_office_glass_texture","0","42","1","1","36.469093","0","930"
"/Game/Assets/Tools/Hammer/Hammer_material.Hammer_material","0","23","1","1","22.834646","0","277"
"/Game/Assets/Tools/Screwdriver/Screwdriver_material.Screwdriver_material","0","23","1","1","22.988319","0","276"
"/Game/Assets/Tools/Toolbox/Toolbox_material.Toolbox_material","0","23","1","1","22.696552","0","255"
"/Game/Assets/Tools/Wrench/wrench_mat.wrench_mat","0","23","1","1","22.826914","0","278"
"/Game/Assets/Touch_tone_telephone/phone_texture.phone_texture","0","23","1","1","22.932867","0","298"
"/Game/Assets/Trashcan/trashcan_texture.trashcan_texture","0","23","1","1","22.995789","0","271"
"/Game/Assets/Waiting_room_chair/01_-_Default.01_-_Default","0","23","1","1","22.787893","0","279"
"/Game/Assets/Warehouse_shelf/Warehouse_shelf.Warehouse_shelf","0","23","1","1","22.476816","0","235"
"/Game/Assets/Whiteboard/Whiteboard_material.Whiteboard_material","0","23","1","1","23.132133","0","249"
"/Game/Assets/Elevator/Elevator_base/Elevator_base_texture.Elevator_base_texture","0","14","1","1","13.567776","0","118"
"/Game/Assets/Elevator/Elevator_platform/Elevator_platform_texture.Elevator_platform_texture","0","29","1","1","26.171467","0","464"
"/Game/Assets/Circuit_breaker/Circuit_breaker_material.Circuit_breaker_material","0","14","1","1","14.581513","0","118"
"/Game/Assets/Lights/Industrial_light2/Industrial_light2_texture.Industrial_light2_texture","0","23","1","1","24.015835","0","298"
"/Game/Hands/Meshes/defaultMat_001.defaultMat_001","0","28","1","1","28.580448","0","384"
"/Game/Assets/Elevator/Elevator_cyllinder/Elevator_cyllinder_texture.Elevator_cyllinder_texture","0","14","1","1","14.682519","0","84"
"/Game/Assets/Sliding_door/Sliding_door_material.Sliding_door_material","0","29","1","1","25.790127","0","443"
"/Game/Assets/Circuit_breaker/Screen/Screen_material.Screen_material","0","14","1","1","14.863821","0","118"
"/Game/Assets/Door_and_Door_frame/Door_material.Door_material","0","29","1","1","26.338032","0","420"
"/Game/Assets/Weighted_Cube/Weighted_cube1.Weighted_cube1","0","14","1","1","14.287028","0","110"
"/Game/Models/Keypad/KeypadNew_Mat.KeypadNew_Mat","0","26","1","1","23.605137","0","340"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","1","1","78.774139","0","1654"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","1","1","112.799812","0","2994"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","1","1","14.363240","0","118"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","4","1","20.408834","0","142"
"/Game/VirtualRealityBP/MaterialsAndMeshes/Materials/M_TeleportPreviews.M_TeleportPreviews","0","7","1","1","6.521127","0","34"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","23","1","1","24.162621","0","296"
"/Interchange/gltf/M_Unlit.M_Unlit","0","34","5","2","28.819164","0","347"
"/Interchange/gltf/M_Transmission.M_Transmission","0","108","5","4","820.326843","0","1175"
"/Interchange/gltf/M_Sheen.M_Sheen","0","116","4","4","114.690376","0","1756"
"/Interchange/gltf/M_Translucent.M_Translucent","0","200","8","8","1437.050049","0","2502"
"/Interchange/gltf/M_Opaque.M_Opaque","0","232","15","8","233.975281","0","2965"
"/Game/VirtualRealityBP/MaterialsAndMeshes/Materials/M_ArcEndpoint.M_ArcEndpoint","0","29","7","1","36.537842","0","382"
"/Game/VirtualRealityBP/MaterialsAndMeshes/Materials/M_SplineArcMat.M_SplineArcMat","0","14","1","1","13.261759","0","109"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","1","1","183.195282","0","233"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","1","1","15.097040","0","111"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","2","1","14.964114","0","77"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","2","1","17.011694","0","81"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","4","1","14.859315","0","59"
"Globals","49","5068","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","1","1","4.291200","0","13"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","2","1","5.018392","0","14"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","3","1","7.446736","0","27"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","2","1","4.921652","0","13"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","1","1","5.130627","0","15"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","4","1","3.708884","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","19","6","52.981453","5","316"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","18","1","1","22.877583","0","182"
"/Interchange/gltf/M_Opaque.M_Opaque","49","248","32","8","266.538818","0","2077"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","5","1","7.128422","0","23"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","3.978347","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","1","1","7.672771","0","20"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","1","1","11.495543","0","57"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","3","1","18.557123","0","55"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","8","3","1","8.755051","0","31"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","2","1","17.609871","0","83"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","3","1","17.812187","0","47"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","9","4","372.817963","0","764"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","1","1","13.558474","0","111"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","88.848366","0","215"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","1","1","4.594082","0","16"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","4","1","14.992704","0","74"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","5","1","28.904045","0","137"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","1","1","14.609282","0","48"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","4.821587","0","7"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","21","8","768.923401","0","1426"
"/Interchange/gltf/M_Sheen.M_Sheen","49","124","16","4","136.831192","0","1140"
"/Interchange/gltf/M_Unlit.M_Unlit","49","38","13","2","35.017471","0","290"
"/Game/VirtualRealityBP/MaterialsAndMeshes/Materials/M_ArcEndpoint.M_ArcEndpoint","49","29","1","1","32.851738","0","184"
"/Game/VirtualRealityBP/MaterialsAndMeshes/Materials/M_SplineArcMat.M_SplineArcMat","49","14","1","1","13.137464","0","78"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","5","1","151.567322","0","2965"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","84","3","1","112.778595","0","1088"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","5","1","19.549156","0","46"
"/Game/FirstPerson/Translucent_material.Translucent_material","49","40","5","1","42.642605","0","532"
"/Game/VirtualRealityBP/MaterialsAndMeshes/Materials/M_TeleportPreviews.M_TeleportPreviews","49","7","2","1","6.855416","0","32"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","14.197581","0","76"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","49","23","1","1","23.306408","0","158"
"/Game/Assets/Weighted_Cube/Weighted_cube1.Weighted_cube1","49","14","8","1","14.054272","0","73"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","1","1","22.106838","0","129"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","52","13","2","49.207214","0","476"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","7","1","107.093636","0","1251"
"/Game/Assets/Circuit_breaker/Screen/Screen_material.Screen_material","49","14","1","1","13.708901","0","108"
"/Game/Models/Keypad/KeypadNew_Mat.KeypadNew_Mat","49","68","8","1","102.742363","0","1514"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","7","1","72.980217","0","859"
"/Game/Assets/Sliding_door/Sliding_door_material.Sliding_door_material","49","31","1","1","27.725977","0","279"
"/Game/Assets/Door_and_Door_frame/Door_material.Door_material","49","31","1","1","27.813005","0","320"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","1","1","72.131195","0","529"
"/Game/Assets/Elevator/Elevator_cyllinder/Elevator_cyllinder_texture.Elevator_cyllinder_texture","49","14","4","1","13.456520","0","56"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","2","1","72.718956","0","433"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","4","1","72.355858","0","456"
"/Game/Hands/Meshes/defaultMat_001.defaultMat_001","49","28","3","1","28.368402","0","137"
"/Game/Assets/Elevator/Elevator_base/Elevator_base_texture.Elevator_base_texture","49","14","2","1","14.506316","0","68"
"/Game/Assets/Elevator/Elevator_platform/Elevator_platform_texture.Elevator_platform_texture","49","31","9","1","28.120966","0","358"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","5","1","27.078846","0","203"
"/Game/Assets/Warehouse_shelf/Warehouse_shelf.Warehouse_shelf","49","23","4","1","22.849136","0","193"
"/Game/Assets/Circuit_breaker/Circuit_breaker_material.Circuit_breaker_material","49","14","2","1","13.508566","0","60"
"/Game/Assets/Whiteboard/Whiteboard_material.Whiteboard_material","49","23","2","1","22.986666","0","165"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","2","1","5.944719","0","29"
"/Game/Assets/Lights/Industrial_light2/Industrial_light2_texture.Industrial_light2_texture","49","23","6","1","22.625240","0","109"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","1","1","9.017724","0","39"
"/ControlRig/M_Manip.M_Manip","49","10","4","1","9.093275","0","44"
"/Game/Assets/Trashcan/trashcan_texture.trashcan_texture","49","23","3","1","24.320333","0","121"
"/Game/Assets/Tools/Wrench/wrench_mat.wrench_mat","49","23","4","1","21.786545","0","211"
"/Game/Assets/Touch_tone_telephone/phone_texture.phone_texture","49","23","7","1","21.577791","0","81"
"/Game/Assets/Tools/Toolbox/Toolbox_material.Toolbox_material","49","23","1","1","22.495375","0","190"
"/Game/Assets/Waiting_room_chair/01_-_Default.01_-_Default","49","23","1","1","22.102144","0","133"
"/Game/Assets/Tools/Screwdriver/Screwdriver_material.Screwdriver_material","49","23","1","1","22.075886","0","143"
"/Game/Assets/Servers/Listening_device/Listening_Device_texture.Listening_Device_texture","49","23","1","1","22.373991","0","155"
"/Game/Assets/Servers/Server2/Server_2_texture.Server_2_texture","49","23","2","1","21.822111","0","164"
"/Game/Assets/Servers/Server1/Server_1_texture.Server_1_texture","49","28","1","1","26.392138","0","188"
"/Game/Assets/Small_glass/Small_office_glass_texture.Small_office_glass_texture","49","44","1","1","38.125957","0","353"
"/Game/Assets/Tools/Hammer/Hammer_material.Hammer_material","49","23","1","1","21.785494","0","171"
"/Game/Assets/Pencil/Pencil_texture.Pencil_texture","49","23","3","1","21.351063","0","164"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","4.339145","0","14"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","3.044952","0","6"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","1","1","6.714388","0","15"
"/Game/Assets/Old_PC_monitor/Old_PC_Monitor_texture.Old_PC_Monitor_texture","49","23","5","1","22.334124","0","97"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","8","1","69.378090","0","342"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","10","1","7.520213","0","17"
"/Game/Assets/Paper_folder/Paper_folder_material.Paper_folder_material","49","23","7","1","22.912292","0","161"
"/Game/Assets/Paper_sorter/Paper_sorter_material.Paper_sorter_material","49","23","2","1","22.582390","0","124"
"/Game/Assets/Office_desk/Office_desk1_texture.Office_desk1_texture","49","23","1","1","22.717680","0","124"
"/Game/Assets/Office_chair/Office_Chair.Office_chair","49","28","4","1","27.339539","0","211"
"/Game/Assets/Office_door/Office_door_texture.Office_door_texture","49","28","1","1","26.338034","0","162"
"/Game/Assets/Key/Key_1/Key.Key","49","14","1","1","13.412353","0","56"
"/Game/Assets/Lights/Old_Fluorescent_Light/Old_fluorescent_light_material.Old_fluorescent_light_material","49","23","2","1","21.985268","0","145"
"/Game/Assets/Large_table/Meeting_room_table_material.Meeting_room_table_material","49","23","3","1","21.943901","0","164"
"/Game/Assets/Keyboard/Keyboard_material.Keyboard_material","49","23","3","1","21.282228","0","149"
"/Game/Assets/Glass_wall/Glass_wall_texture.Glass_wall_texture","49","44","6","1","37.001114","0","352"
"/Game/Assets/Flashlight/Vintage_Flashlight1.Vintage_Flashlight1","49","31","2","1","26.812309","0","248"
"/Game/Assets/Filing_cabinet/Small/Small_filing_cabinet_texture.Small_filing_cabinet_texture","49","23","4","1","21.507906","0","96"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","8","1","89.823814","0","1248"
"/Game/Assets/Filing_cabinet/Large/Large_filing_cabinet_texture.Large_filing_cabinet_texture","49","23","2","1","21.535955","0","115"
"/Game/Assets/Exit_sign/Exit_sign_texture.Exit_sign_texture","49","23","7","1","22.608522","0","137"
"/Game/Assets/Corner_desk/Desk/Corner_desk_material.Corner_desk_material","49","23","5","1","23.875572","0","139"
"/Game/Assets/Cardboard_box/Cardboard_box_texture.Cardboard_box_texture","49","14","1","1","13.928699","0","56"
"/Game/Assets/Button/Button.Button","49","14","7","1","14.350885","0","79"
"/Game/Assets/Clock/Clock1.Clock1","49","37","9","1","35.642796","0","300"
"/Game/Assets/Corner_desk/Wall/Corner_desk-wall_material.Corner_desk-wall_material","49","23","5","1","22.329626","0","125"
"/Game/Assets/Pressure_Button/Button2.Button2","49","14","1","1","13.437547","0","50"
"/Game/Assets/Buildings/WaitingRoom/Waiting_room_texture.Waiting_room_texture","49","44","4","1","38.890678","0","333"
"/Game/Assets/Lights/Old_Fluorescent_Light/Damaged/Damaged_fluorescent_light.Damaged_fluorescent_light","49","23","1","1","21.581768","0","117"
"/Game/Assets/Buildings/WaitingRoom/waiting_room_floor.waiting_room_floor","49","23","6","1","21.763674","0","125"
"/Game/Assets/Lights/Office_light/Office_light_texture.Office_light_texture","49","23","5","1","21.761543","0","102"
"/Game/Assets/Coffee_cup/Coffee_cup_material.Coffee_cup_material","49","23","6","1","21.646893","0","112"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","4","1","13.076397","0","59"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","3","1","130.293106","0","1796"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","4.123705","0","22"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","4","1","3.953517","0","17"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","8","1","123.738548","0","2020"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","2","1","27.347260","0","168"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","936","10","1","780.842407","0","51470"
